Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
2,Payment,1777781613.394218,1711,0,1
1,NewOrder,1777781613.395952,7466,0,1
2,Payment,1777781613.403446,1818,0,1
1,NewOrder,1777781613.405304,2639,0,1
2,Payment,1777781613.407964,1330,0,1
2,Payment,1777781613.409319,738,0,1
1,NewOrder,1777781613.410195,4864,0,1
2,Payment,1777781613.415234,3603,0,1
1,NewOrder,1777781613.418862,4037,0,1
2,Payment,1777781613.422923,1510,0,1
2,Payment,1777781613.424455,871,0,1
2,Payment,1777781613.425346,2227,0,1
2,Payment,1777781613.427658,1781,0,1
1,NewOrder,1777781613.429463,10981,0,1
2,Payment,1777781613.440522,2800,0,1
2,Payment,1777781613.443345,4862,0,1
1,NewOrder,1777781613.448234,5272,0,1
1,NewOrder,1777781613.453529,6040,0,1
1,NewOrder,1777781613.459622,10695,0,1
3,OrderStatus,1777781613.470350,2109,0,1
2,Payment,1777781613.472490,2615,0,1
1,NewOrder,1777781613.475132,6877,0,1
1,NewOrder,1777781613.482037,3353,0,1
1,NewOrder,1777781613.485417,2880,0,1
